,movie,year,imdb,metascore,votes,n_imdb
962,Terra Fria,2005,7.3,68,34754,73.0
963,"Eu, Você e Todos Nós",2005,7.3,76,32433,73.0
964,O Trapaceiro,2005,5.8,46,32338,58.0
965,Papai Bate um Bolão,2005,5.6,45,31885,56.0
966,O Protetor,2005,7.1,52,31820,71.0
967,BloodRayne,2005,2.9,18,31528,29.0
968,A Névoa,2005,3.6,27,31012,36.0
969,A Caverna,2005,5.1,30,30440,51.0
970,De Bico Calado,2005,6.8,53,29789,68.0
971,C.R.A.Z.Y. - Loucos de Amor,2005,8.0,81,28845,80.0
972,Contraponto,2005,6.5,26,28411,65.0
973,Angel-A,2005,7.1,48,27979,71.0
974,Procura-se um Amor que Goste de Cachorros,2005,5.9,46,27494,59.0
975,Amaldiçoados,2005,5.0,31,27482,50.0
976,O Pesadelo,2005,4.1,32,27446,41.0
977,Oliver Twist,2005,6.9,65,27210,69.0
978,Banquete no Inferno,2005,6.4,43,26794,64.0
979,Infância Roubada,2005,7.3,70,25897,73.0
980,Um Lugar Para Recomeçar,2005,7.0,49,25669,70.0
981,Imagine Eu & Você,2005,6.8,49,25199,68.0
982,Paixão de Aluguel,2005,5.5,27,25000,55.0
983,Querem Acabar Comigo,2005,4.6,27,24590,46.0
984,Cry Wolf: O Jogo da Mentira,2005,5.9,39,23898,59.0
985,O Melhor Jogo da História,2005,7.5,55,23870,75.0
986,Uma Mulher Contra Hitler,2005,7.7,76,23586,77.0
987,Feliz Natal,2005,7.8,70,23478,78.0
988,"Os Seus, Os Meus e os Nossos",2005,5.4,38,23304,54.0
989,Maldição,2005,5.0,38,23017,50.0
990,As Aventuras de Sharkboy e Lavagirl em 3-D,2005,3.5,38,22809,35.0
991,O Cara,2005,5.5,33,22746,55.0
992,Garota da Vitrine,2005,6.4,62,21887,64.0
993,A Sangue Frio,2005,6.3,62,21536,63.0
994,Sonhos no Gelo,2005,6.0,55,21295,60.0
995,Máscara da Ilusão,2005,6.9,55,20978,69.0
996,O Homem da Casa,2005,5.4,35,20736,54.0
997,Paradise Now,2005,7.5,71,20535,75.0
998,Os Infiltrados,2006,8.5,85,967179,85.0
999,O Grande Truque,2006,8.5,66,949385,85.0
1000,300,2006,7.7,52,650537,77.0
1001,Piratas do Caribe: O Baú da Morte,2006,7.3,53,569980,73.0
1002,O Labirinto do Fauno,2006,8.2,98,514442,82.0
1003,007 - Cassino Royale,2006,8.0,80,505581,80.0
1004,Diamante de Sangue,2006,8.0,64,431760,80.0
1005,X-Men: O Confronto Final,2006,6.7,58,416955,67.0
1006,Filhos da Esperança,2006,7.9,84,393702,79.0
1007,Pequena Miss Sunshine,2006,7.8,80,382394,78.0
1008,À Procura da Felicidade,2006,8.0,64,371093,80.0
1009,O Código Da Vinci,2006,6.6,46,346223,66.0
1010,O Ilusionista,2006,7.6,68,317308,76.0
1011,Borat: O Segundo Melhor Repórter do Glorioso País Cazaquistão Viaja à América,2006,7.3,89,313781,73.0
1012,O Diabo Veste Prada,2006,6.8,62,309672,68.0
1013,Carros,2006,7.1,73,293426,71.0
1014,O Plano Perfeito,2006,7.6,76,291489,76.0
1015,A Vida dos Outros,2006,8.5,89,287384,85.0
1016,Xeque-Mate,2006,7.8,53,276644,78.0
1017,Missão: Impossível 3,2006,6.9,66,276604,69.0
1018,Click,2006,6.4,45,264792,64.0
1019,Uma Noite no Museu,2006,6.4,48,259303,64.0
1020,Déjà Vu,2006,7.0,59,258982,70.0
1021,Babel,2006,7.5,69,258213,75.0
1022,Apocalypto,2006,7.8,68,253386,78.0
1023,Superman: O Retorno,2006,6.1,72,250157,61.0
1024,A Era do Gelo 2,2006,6.8,58,212856,68.0
1025,Adrenalina,2006,7.0,57,209064,70.0
1026,Fonte da Vida,2006,7.3,51,204041,73.0
1027,Perfume: A História de um Assassino,2006,7.5,56,203770,75.0
1028,Velozes e Furiosos - Desafio em Tóquio,2006,6.0,45,199910,60.0
1029,O Amor Não Tira Férias,2006,6.9,52,198624,69.0
1030,Mais Estranho que a Ficção,2006,7.6,67,197464,76.0
1031,Terror em Silent Hill,2006,6.6,31,189859,66.0
1032,Rocky Balboa,2006,7.2,63,175207,72.0
1033,Anjos da Noite: A Evolução,2006,6.7,36,170330,67.0
1034,O Último Rei da Escócia,2006,7.7,74,155509,77.0
1035,Jogos Mortais 3,2006,6.2,48,153723,62.0
1036,Happy Feet: O Pingüim,2006,6.5,77,144830,65.0
1037,Ricky Bobby - A Toda Velocidade,2006,6.6,66,140878,66.0
1038,Viagem Maldita,2006,6.4,52,139738,64.0
1039,Cartas de Iwo Jima,2006,7.9,89,139373,79.0
1040,Os Sem-Floresta,2006,6.7,67,136783,67.0
1041,A Última Cartada,2006,6.7,45,126151,67.0
1042,Ela é o Cara,2006,6.4,45,126131,64.0
1043,A Casa do Lago,2006,6.8,52,121483,68.0
1044,Serpentes a Bordo,2006,5.6,58,120565,56.0
1045,O Balconista 2,2006,7.4,65,119598,74.0
1046,Idiocracia,2006,6.6,66,118752,66.0
1047,16 Quadras,2006,6.6,63,117052,66.0
1048,Eragon,2006,5.1,38,112581,51.0
1049,Premonição 3,2006,5.8,41,111093,58.0
1050,Aprovados,2006,6.5,47,111037,65.0
1051,Separados pelo Casamento,2006,5.8,45,108645,58.0
1052,A Conquista da Honra,2006,7.1,79,106543,71.0
1053,Isto é Inglaterra,2006,7.7,86,104330,77.0
1054,Todo Mundo em Pânico 4,2006,5.1,40,99850,51.0
1055,"Ela Dança, Eu Danço",2006,6.5,48,98024,65.0
1056,Miami Vice,2006,6.0,65,97647,60.0
1057,Pecados Íntimos,2006,7.6,75,96482,76.0
1058,Dublê de Anjo,2006,7.9,64,95309,79.0
1059,O Homem Duplo,2006,7.1,73,94815,71.0
1060,Por Água Abaixo,2006,6.6,74,92853,66.0
1061,A Rainha,2006,7.3,91,91764,73.0
1062,Alpha Dog,2006,6.9,53,91643,69.0
1063,No Rastro da Bala,2006,7.4,41,91184,74.0
1064,Tenacious D - Uma Dupla Infernal,2006,6.8,55,91088,68.0
1065,O Bom Pastor,2006,6.7,61,90428,67.0
1066,O Sobrevivente,2006,7.3,77,89776,73.0
1067,Vôo United 93,2006,7.6,90,87914,76.0
1068,Poseidon,2006,5.6,50,86723,56.0
1069,Maria Antonieta,2006,6.4,65,86205,64.0
1070,A Dama na Água,2006,5.6,36,84328,56.0
1071,Volver,2006,7.6,84,82261,76.0
1072,O Despertar de Uma Paixão,2006,7.5,69,81875,75.0
1073,A Casa Monstro,2006,6.6,68,80182,66.0
1074,Anjos da Vida - Mais Bravos que o Mar,2006,6.9,53,79188,69.0
1075,O Hospedeiro,2006,7.0,85,76889,70.0
1076,Um Bom Ano,2006,6.9,47,76639,69.0
1077,"Cashback, Bem-vindo ao Turno da Noite",2006,7.2,54,76312,72.0
1078,Half Nelson: Encurralados,2006,7.2,85,75695,72.0
1079,Ultravioleta,2006,4.4,18,73444,44.0
1080,Uma Verdade Inconveniente,2006,7.5,75,73135,75.0
1081,Scoop: O Grande Furo,2006,6.7,48,71968,67.0
1082,"Dois é Bom, Três é Demais",2006,5.6,46,71627,56.0
1083,Todas Contra John,2006,5.8,41,71538,58.0
1084,O Bicho Vai Pegar,2006,6.2,49,71442,62.0
1085,As Torres Gêmeas,2006,6.0,66,70841,60.0
1086,Queridinho da Vovó,2006,7.0,33,70759,70.0
1087,A Pantera Cor de Rosa,2006,5.6,38,70357,56.0
1088,Nacho Libre,2006,5.7,52,69977,57.0
1089,Notas Sobre um Escândalo,2006,7.4,73,67481,74.0
1090,O Mestre das Armas,2006,7.7,70,65743,77.0
1091,Seres Rastejantes,2006,6.5,69,65717,65.0
1092,Dália Negra,2006,5.6,49,65711,56.0
1093,"Paris, Te Amo",2006,7.3,66,65453,73.0
1094,A Espiã,2006,7.8,71,64208,78.0
1095,Sonhando Acordado,2006,7.3,70,63751,73.0
1096,Armações do Amor,2006,5.6,47,62548,56.0
1097,Dreamgirls: Em Busca de um Sonho,2006,6.5,76,60285,65.0
1098,O Massacre da Serra Elétrica: O Início,2006,5.9,30,60199,59.0
1099,Jackass 2: O Filme,2006,7.1,66,59536,71.0
1100,Beerfest,2006,6.3,46,57139,63.0
1101,O Sacrifício,2006,3.7,36,56414,37.0
1102,Minha Super Ex-Namorada,2006,5.1,50,56239,51.0
1103,O Invencível,2006,7.1,63,55977,71.0
1104,Entre o Céu e o Inferno,2006,7.0,52,55694,70.0
1105,Penelope,2006,6.8,48,53942,68.0
1106,Resgate Abaixo de Zero,2006,7.3,64,52533,73.0
1107,Uma Comédia Nada Romântica,2006,2.7,11,52410,27.0
1108,Paprika,2006,7.7,81,52150,77.0
1109,Firewall - Segurança em Risco,2006,5.8,45,51884,58.0
1110,A Profecia,2006,5.5,43,51098,55.0
1111,Somos Marshall,2006,7.1,53,50303,71.0
1112,Férias no Trailer,2006,5.5,33,49308,55.0
1113,Paixão Suicida,2006,7.4,62,48692,74.0
1114,Sorte no Amor,2006,5.4,29,47429,54.0
1115,Tristão & Isolda,2006,6.9,49,47018,69.0
1116,Império dos Sonhos,2006,7.0,72,45809,70.0
1117,Sentinela,2006,6.1,49,44038,61.0
1118,Os Esquenta-Banco,2006,5.6,25,43019,56.0
1119,O Pequenino,2006,4.3,26,42538,43.0
1120,Não Conte à Ninguém,2006,7.5,82,42218,75.0
1121,O Pacto,2006,5.3,19,41621,53.0
1122,O Grito 2,2006,5.0,33,41533,50.0
1123,DOA: Vivo ou Morto,2006,4.8,38,40051,48.0
1124,Ventos da Liberdade,2006,7.5,82,39560,75.0
1125,Funcionário do Mês,2006,5.5,36,39425,55.0
1126,Bobby,2006,7.0,54,39167,70.0
1127,Um Beijo a Mais,2006,6.5,57,38974,65.0
1128,Candy,2006,7.3,57,38275,73.0
1129,A Maldição da Flor Dourada,2006,7.0,70,38212,70.0
1130,Quando um Estranho Chama,2006,5.1,27,37468,51.0
1131,Flyboys,2006,6.6,47,37436,66.0
1132,Estrada para a Glória,2006,7.2,58,37242,72.0
1133,Ovelha Negra,2006,5.8,62,36211,58.0
1134,A Gangue está em Campo,2006,6.9,52,35921,69.0
1135,Vovó... Zona 2,2006,4.6,34,34763,46.0
1136,Southland Tales: O Fim do Mundo,2006,5.5,44,33726,55.0
1137,Mutilados,2006,6.5,62,33269,65.0
1138,Aquamarine,2006,5.3,51,33129,53.0
1139,Instinto Selvagem 2,2006,4.2,26,32962,42.0
1140,Turistas,2006,5.3,36,32655,53.0
1141,Lucas: Um Intruso no Formigueiro,2006,5.9,59,32093,59.0
1142,Guardiões do Dia,2006,6.5,59,30945,65.0
1143,Garfield 2,2006,5.0,37,30930,50.0
1144,A Menina e o Porquinho,2006,6.3,68,30532,63.0
1145,Hollywoodland - Bastidores da Fama,2006,6.5,62,30349,65.0
1146,Sob Suspeita,2006,7.1,65,29672,71.0
1147,Possuídos,2006,6.1,62,29458,61.0
1148,Candidato Aloprado,2006,6.2,39,29120,62.0
1149,Busca Explosiva,2006,4.7,45,28987,47.0
1150,Shortbus,2006,6.5,64,28887,65.0
1151,Arthur e os Minimoys,2006,6.0,39,27797,60.0
1152,Depois do Casamento,2006,7.8,78,27684,78.0
1153,Amar não Tem Preço,2006,7.0,72,27466,70.0
1154,Tudo por Ela,2006,5.6,44,27465,56.0
1155,Escola de Idiotas,2006,5.9,44,27255,59.0
1156,Os Desconhecidos,2006,6.5,44,27073,65.0
1157,Stay Alive - Jogo Mortal,2006,5.1,24,27013,51.0
1158,Sombras de Goya,2006,6.9,52,26430,69.0
1159,Contos de Terramar,2006,6.5,47,26210,65.0
1160,Fido - O Mascote,2006,6.7,70,26130,67.0
1161,This Film Is Not Yet Rated,2006,7.5,75,26080,75.0
1162,À Procura da Vingança,2006,6.7,62,26053,67.0
1163,Eles,2006,6.5,60,26040,65.0
1164,Pulse,2006,4.7,27,25992,47.0
1165,Miss Potter,2006,7.0,57,25183,70.0
1166,Terror no Pântano,2006,5.7,57,24807,57.0
1167,Onde os Fracos não Têm Vez,2007,8.1,91,683125,81.0
1168,Eu Sou a Lenda,2007,7.2,65,582450,72.0
1169,Transformers,2007,7.1,61,542401,71.0
1170,O Ultimato Bourne,2007,8.1,85,539529,81.0
1171,Ratatouille,2007,8.0,96,518901,80.0
1172,Piratas do Caribe: No Fim do Mundo,2007,7.1,50,516361,71.0
1173,Na Natureza Selvagem,2007,8.1,73,474472,81.0
1174,Superbad: É Hoje,2007,7.6,76,452169,76.0
1175,Juno,2007,7.5,81,440715,75.0
1176,Homem-Aranha 3,2007,6.2,59,418458,62.0
1177,Sangue Negro,2007,8.1,93,414795,81.0
1178,Harry Potter e a Ordem da Fênix,2007,7.5,71,398984,75.0
1179,Chumbo Grosso,2007,7.9,81,387264,79.0
1180,Duro de Matar 4.0,2007,7.2,69,353206,72.0
1181,Zodíaco,2007,7.7,78,345896,77.0
1182,O Gângster,2007,7.8,76,344018,78.0
1183,Ligeiramente Grávidos,2007,7.0,85,314532,70.0
1184,Sweeney Todd: O Barbeiro Demoníaco da Rua Fleet,2007,7.4,83,302820,74.0
1185,Treze Homens e um Novo Segredo,2007,6.9,62,275599,69.0
1186,Os Simpsons: O Filme,2007,7.4,80,274340,74.0
1187,Atirador,2007,7.2,53,274083,72.0
1188,Os Indomáveis,2007,7.7,76,253265,77.0
1189,O Nevoeiro,2007,7.2,58,240684,72.0
1190,Shrek Terceiro,2007,6.1,58,231154,61.0
1191,1408,2007,6.8,64,227453,68.0
1192,Extermínio 2,2007,7.0,78,226789,70.0
1193,Stardust: O Mistério da Estrela,2007,7.7,66,224822,77.0
1194,Quarteto Fantástico e o Surfista Prateado,2007,5.6,45,224387,56.0
1195,Medo da Verdade,2007,7.7,72,214132,77.0
1196,Desejo e Reparação,2007,7.8,85,208311,78.0
1197,Sunshine - Alerta Solar,2007,7.3,64,204940,73.0
1198,Senhores do Crime,2007,7.7,82,202188,77.0
1199,Antes de Partir,2007,7.4,42,199443,74.0
1200,Paranóia,2007,6.9,62,196973,69.0
1201,Atividade Paranormal,2007,6.3,68,196486,63.0
1202,Motoqueiro Fantasma,2007,5.2,35,194837,52.0
1203,A Lenda do Tesouro Perdido: Livro dos Segredos,2007,6.5,48,193620,65.0
1204,P.S. Eu Te Amo,2007,7.1,39,180729,71.0
1205,Resident Evil 3: A Extinção,2007,6.3,41,163271,63.0
1206,Grindhouse,2007,7.6,77,162786,76.0
1207,A Bússola de Ouro,2007,6.1,51,157815,61.0
1208,Um Crime de Mestre,2007,7.2,68,153652,72.0
1209,Encantada,2007,7.1,75,153617,71.0
1210,Viagem a Darjeeling,2007,7.2,67,150543,72.0
1211,A Lenda de Beowulf,2007,6.2,59,148541,62.0
1212,30 Dias de Noite,2007,6.6,53,147273,66.0
1213,Hitman - Assassino 47,2007,6.3,35,147113,63.0
1214,O Assassinato de Jesse James pelo Covarde Robert Ford,2007,7.5,68,147067,75.0
1215,Conduta de Risco,2007,7.3,82,141140,73.0
1216,Escorregando Para a Glória,2007,6.3,64,137944,63.0
1217,Mandando Bala,2007,6.7,49,135146,67.0
1218,O Vidente,2007,6.2,42,132223,62.0
1219,A Hora do Rush 3,2007,6.2,44,130700,62.0
1220,Instinto Secreto,2007,7.3,45,130222,73.0
1221,O Orfanato,2007,7.5,74,128709,75.0
1222,Eu os Declaro Marido e... Larry,2007,6.0,37,126462,60.0
1223,A Garota Ideal,2007,7.4,70,122912,74.0
1224,A Volta do Todo Poderoso,2007,5.4,37,121833,54.0
1225,Ponte para Terabítia,2007,7.2,74,120508,72.0
1226,Jogos Mortais 4,2007,5.9,36,120474,59.0
1227,Bee Movie: A História de uma Abelha,2007,6.1,54,115906,61.0
1228,O Reino,2007,7.1,56,106541,71.0
1229,Hairspray: Em Busca da Fama,2007,6.7,81,105018,67.0
1230,Motoqueiros Selvagens,2007,5.9,27,104468,59.0
1231,Aliens vs. Predador 2,2007,4.7,29,100491,47.0
1232,Apenas Uma Vez,2007,7.9,88,99098,79.0
1233,Across the Universe,2007,7.4,56,96782,74.0
1234,As Férias de Mr. Bean,2007,6.3,56,96564,63.0
1235,Morte no Funeral,2007,7.4,67,95534,74.0
1236,Jogos do Poder,2007,7.1,69,94362,71.0
1237,O Escafandro e a Borboleta,2007,8.0,92,94272,80.0
1238,Halloween - O Ínicio,2007,6.1,47,94209,61.0
1239,Deu a Louca em Hollywood,2007,2.3,17,93694,23.0
1240,O Som do Coração,2007,7.5,38,93257,75.0
1241,Hannibal - A Origem do Mal,2007,6.2,35,92035,62.0
1242,"Eu, Meu Irmão e Nossa Namorada",2007,6.8,65,90082,68.0
1243,Reine Sobre Mim,2007,7.5,61,87069,75.0
1244,Tropa de Elite,2007,8.1,33,87067,81.0
1245,Letra e Música,2007,6.5,59,86543,65.0
1246,Antes que o Diabo Saiba que Você Está Morto,2007,7.3,84,85942,73.0
1247,Temos Vagas,2007,6.2,54,84383,62.0
1248,Maldita Sorte,2007,5.6,19,77735,56.0
1249,Rogue: O Assassino,2007,6.3,36,76731,63.0
1250,Violência Gratuita,2007,6.5,44,76380,65.0
1251,Antes Só do Que Mal Casado,2007,5.8,46,76121,58.0
1252,Persepolis,2007,8.1,90,76100,81.0
1253,Os Donos da Noite,2007,6.9,59,75879,69.0
1254,O Albergue 2,2007,5.5,46,75033,55.0
1255,Gritos Mortais,2007,6.2,34,73532,62.0
1256,A Família do Futuro,2007,6.9,61,73235,69.0
1257,Piaf: Um Hino ao Amor,2007,7.6,66,71689,76.0
1258,O Caçador de Pipas,2007,7.6,61,71274,76.0
1259,Sicko - $O$ Saúde,2007,8.0,74,69376,80.0
1260,88 Minutos,2007,5.9,17,68754,59.0
1261,Invasores,2007,5.9,45,68076,59.0
1262,Awake: A Vida por um Fio,2007,6.5,33,66434,65.0
1263,Premonições,2007,5.9,29,65512,59.0
1264,Hot Rod - Loucos Sobre Rodas,2007,6.7,43,64814,67.0
1265,Sentença de Morte,2007,6.8,36,63184,68.0
1266,No Vale das Sombras,2007,7.2,65,62975,72.0
1267,Sem Reservas,2007,6.3,50,62577,63.0
1268,Alvin e os Esquilos,2007,5.2,39,62397,52.0
1269,Maratona do Amor,2007,6.6,48,61000,66.0
1270,"Charlie, Um Grande Garoto",2007,7.0,54,58683,70.0
1271,A Vida é Dura: A História de Dewey Cox,2007,6.8,63,58341,68.0
1272,Chak De! India,2007,8.3,68,58273,83.0
1273,Elizabeth: A Era de Ouro,2007,6.9,45,58268,69.0
1274,Tá Dando Onda,2007,6.7,64,58081,67.0
1275,Escritores da Liberdade,2007,7.5,64,57103,75.0
1276,Norbit: Uma Comédia de Peso,2007,4.0,27,56901,40.0
1277,As Tartarugas Ninja - O Retorno,2007,6.3,41,55890,63.0
1278,Controle: A História de Ian Curtis,2007,7.7,78,54560,77.0
1279,Quebra de Confiança,2007,7.0,74,53841,70.0
1280,O Retorno dos Malditos,2007,5.1,32,53282,51.0
1281,Valente,2007,6.8,56,53047,68.0
1282,O Vigia,2007,7.1,73,52841,71.0
1283,Diário de uma Babá,2007,6.2,46,51152,62.0
1284,Não Estou Lá,2007,7.0,73,50749,70.0
1285,Amor e Inocência,2007,7.1,55,50538,71.0
1286,O Grande Debate,2007,7.6,65,50451,76.0
1287,O Suspeito,2007,6.8,55,49768,68.0
1288,"4 Meses, 3 Semanas e 2 Dias",2007,7.9,97,48561,79.0
1289,Treinando o Papai,2007,6.2,44,48183,62.0
1290,Crimes Temporais,2007,7.2,68,46973,72.0
1291,Um Beijo Roubado,2007,6.7,52,46864,67.0
1292,Os Condenados,2007,6.1,23,46722,61.0
1293,O Sonho de Cassandra,2007,6.7,49,46188,67.0
1294,Leões e Cordeiros,2007,6.2,47,43048,62.0
1295,Diário dos Mortos,2007,5.7,66,42461,57.0
1296,Ela e os Caras,2007,6.3,45,40304,63.0
1297,Em Nome do Rei,2007,3.8,15,40078,38.0
1298,O Guerreiro Genghis Khan,2007,7.3,74,39773,73.0
1299,A Estranha Perfeita,2007,5.7,31,39736,57.0
1300,Garçonete,2007,7.0,75,39366,70.0
1301,A Colheita do mal,2007,5.7,36,39057,57.0
1302,Desbravadores,2007,5.4,29,38937,54.0
1303,O Visitante,2007,7.7,79,38779,77.0
1304,Os Falsários,2007,7.6,78,38666,76.0
1305,A Loja Mágica de Brinquedos,2007,6.2,48,37632,62.0
1306,Bolas em Pânico,2007,5.3,38,37319,53.0
1307,A Morte Pede Carona,2007,5.6,28,36757,56.0
1308,Vagina Dentada,2007,5.4,57,36493,54.0
1309,Os Mensageiros,2007,5.4,34,35102,54.0
1310,Rapaz A,2007,7.7,75,34471,77.0
1311,Evidências de um Crime,2007,6.1,49,34151,61.0
1312,Minha Mãe Quer Que Eu Case,2007,5.6,26,34000,56.0
1313,Titio Noel,2007,5.6,42,33922,56.0
1314,Licença para Casar,2007,5.3,25,33858,53.0
1315,Meu Monstro de Estimação,2007,6.5,71,33709,65.0
1316,A Família Savage,2007,7.2,85,33186,72.0
1317,Os Reis do Kong: Uma Disputa Acirrada,2007,8.2,83,32510,82.0
1318,Desejo e perigo,2007,7.6,61,32427,76.0
1319,O Invisível,2007,6.3,36,32308,63.0
1320,Em Pé de Guerra,2007,5.1,41,32295,51.0
1321,Ligados Pelo Crime,2007,6.9,37,32174,69.0
1322,A Última Legião,2007,5.4,37,31081,54.0
1323,Número 9,2007,6.4,52,30107,64.0
1324,Eu e as Mulheres,2007,6.5,47,28902,65.0
1325,O Filho de Rambow,2007,7.0,66,28379,70.0
1326,2 Dias em Paris,2007,6.8,67,28001,68.0
1327,P2 - Sem Saída,2007,5.9,37,27489,59.0
1328,Um Jogo de Vida ou Morte,2007,6.5,49,27418,65.0
1329,Do Outro Lado,2007,7.9,85,27368,79.0
1330,Paranoid Park,2007,6.7,83,26319,67.0
1331,Coisas que Perdemos pelo Caminho,2007,7.2,63,25415,72.0
1332,Batman: O Cavaleiro das Trevas,2008,9.0,82,1848260,90.0
1333,WALL·E,2008,8.4,95,804230,84.0
1334,Homem de Ferro,2008,7.9,79,759080,79.0
1335,Quem Quer Ser um Milionário?,2008,8.0,86,692800,80.0
1336,Gran Torino,2008,8.2,72,612430,82.0
1337,Busca Implacável,2008,7.8,50,511073,78.0
1338,O Curioso Caso de Benjamin Button,2008,7.8,70,498075,78.0
1339,Hancock,2008,6.4,49,376736,64.0
1340,Crepúsculo,2008,5.2,56,367722,52.0
1341,Guerra ao Terror,2008,7.6,94,360833,76.0
1342,Indiana Jones e o Reino da Caveira de Cristal,2008,6.2,65,360097,62.0
1343,007 - Quantum of Solace,2008,6.6,58,354908,66.0
1344,O Incrível Hulk,2008,6.8,61,352019,68.0
1345,Kung Fu Panda,2008,7.6,73,340831,76.0
1346,Na Mira do Chefe,2008,7.9,67,329495,79.0
1347,Trovão Tropical,2008,7.0,71,328875,70.0
1348,Cloverfield: Monstro,2008,7.0,64,321135,70.0
1349,O Procurado,2008,6.7,64,318658,67.0
1350,Sim Senhor,2008,6.8,46,290278,68.0
1351,Segurando as Pontas,2008,7.0,64,273922,70.0
1352,Queime Depois de Ler,2008,7.0,63,265607,70.0
1353,O Lutador,2008,7.9,81,264877,79.0
1354,Jumper,2008,6.1,35,257250,61.0
1355,Sete Vidas,2008,7.7,36,250755,77.0
1356,Ressaca de Amor,2008,7.2,67,230790,72.0
1357,Quase Irmãos,2008,6.9,51,228329,69.0
1358,Hellboy II: O Exército Dourado,2008,7.0,78,222088,70.0
1359,Vicky Cristina Barcelona,2008,7.1,70,213575,71.0
1360,A Troca,2008,7.8,63,210501,78.0
1361,Rock'n'Rolla: A Grande Roubada,2008,7.3,53,207906,73.0
1362,O Leitor,2008,7.6,58,202994,76.0
1363,"Faça o Que eu Digo, Não Faça o Que eu Faço",2008,6.9,61,202501,69.0
1364,Quebrando a Banca,2008,6.8,48,202306,68.0
1365,Operação Valquíria,2008,7.1,56,198289,71.0
1366,Rambo IV,2008,7.0,46,190571,70.0
1367,Rede de Mentiras,2008,7.1,57,186228,71.0
1368,O Grande Mestre,2008,8.1,59,185168,81.0
1369,Deixa Ela Entrar,2008,7.9,82,184339,79.0
1370,Agente 86,2008,6.5,54,177316,65.0
1371,Corrida Mortal,2008,6.4,43,176973,64.0
1372,Fim dos Tempos,2008,5.0,34,174538,50.0
1373,Zohan: O Agente Bom de Corte,2008,5.5,54,166665,55.0
1374,As Crônicas de Nárnia: Príncipe Caspian,2008,6.6,62,163544,66.0
1375,Foi Apenas um Sonho,2008,7.3,69,163080,73.0
1376,Madagascar 2: A Grande Escapada,2008,6.7,61,162903,67.0
1377,Bolt: Supercão,2008,6.9,67,159289,69.0
1378,Efeito Dominó,2008,7.3,69,159246,73.0
1379,Controle Absoluto,2008,6.6,43,158804,66.0
1380,Mamma Mia!,2008,6.4,51,157934,64.0
1381,"Pagando Bem, Que Mal Tem?",2008,6.6,56,157206,66.0
1382,O Menino do Pijama Listrado,2008,7.8,55,150442,78.0
1383,Jogo de Amor em Las Vegas,2008,6.1,36,149410,61.0
1384,O Dia em que a Terra Parou,2008,5.5,40,147024,55.0
1385,Milk: A Voz da Igualdade,2008,7.6,84,145888,76.0
1386,Carga Explosiva 3,2008,6.1,51,136836,61.0
1387,Três Vezes Amor,2008,7.2,59,135586,72.0
1388,Vestida Para Casar,2008,6.1,47,133971,61.0
1389,Ponto de Vista,2008,6.6,40,133151,66.0
1390,A Múmia: Tumba do Imperador Dragão,2008,5.2,31,129079,52.0
1391,Marley & Eu,2008,7.1,53,126106,71.0
1392,Um Ato de Liberdade,2008,7.2,58,123755,72.0
1393,Madrugada Muito Louca 2,2008,6.6,57,119420,66.0
1394,10.000 A.C.,2008,5.1,34,114389,51.0
1395,Horton e o Mundo Dos Quem!,2008,6.8,71,113537,68.0
1396,Max Payne,2008,5.4,31,112533,54.0
1397,Austrália,2008,6.6,53,107940,66.0
1398,Dúvida,2008,7.5,68,106217,75.0
1399,Sex and the City: O Filme,2008,5.5,53,104388,55.0
1400,Os Estranhos,2008,6.2,47,99410,62.0
1401,Os Reis da Rua,2008,6.8,55,98660,68.0
1402,Bronson,2008,7.1,71,98061,71.0
1403,Jogos Mortais 5,2008,5.8,20,96817,58.0
1404,Ponyo: Uma Amizade que Veio do Mar,2008,7.7,86,95166,77.0
1405,Viagem ao Centro da Terra: O Filme,2008,5.8,57,94396,58.0
1406,Espartalhões,2008,2.7,9,93108,27.0
1407,O Reino Proibido,2008,6.6,57,92500,66.0
1408,Frost/Nixon,2008,7.7,80,92467,77.0
1409,Espelhos do Medo,2008,6.2,35,91924,62.0
1410,A Outra,2008,6.7,50,90041,67.0
1411,Missão Babilônia,2008,5.6,26,85867,56.0
1412,Quebrando Regras,2008,6.6,39,85736,66.0
1413,"Rebobine, Por Favor",2008,6.4,52,82939,64.0
1414,Arquivo X: Eu Quero Acreditar,2008,5.9,47,81855,59.0
1415,Nick & Norah: Uma Noite de Amor e Música,2008,6.7,64,79191,67.0
1416,Super-Heróis: A Liga da Injustiça,2008,1.9,15,78309,19.0
1417,Um Faz de Conta Que Acontece,2008,6.1,33,76972,61.0
1418,As Duas Faces da Lei,2008,6.0,36,76675,60.0
1419,Sex Drive: Rumo ao Sexo,2008,6.5,49,76138,65.0
1420,As Crônicas de Spiderwick,2008,6.6,62,74697,66.0
1421,"Ela Dança, Eu Danço 2",2008,6.2,50,72019,62.0
1422,Os Aloprados,2008,5.8,47,70575,58.0
1423,Felon,2008,7.5,58,69181,75.0
1424,A Casa das Coelhinhas,2008,5.5,55,68689,55.0
1425,A Duquesa,2008,6.9,62,66679,69.0
1426,Outlander: Guerreiro vs Predador,2008,6.3,40,66350,63.0
1427,Juízo Final,2008,6.0,51,65652,60.0
1428,Um Amor de Tesouro,2008,5.7,29,64309,57.0
1429,"Sinédoque, Nova York",2008,7.5,67,63889,75.0
